fighter_a_name,fighter_b_name,winner_name,fight_date,method,round,event_name
Stephen Thompson,Belal Muhammad,Belal Muhammad,2021-12-18,Decision - Unanimous,3,UFC Fight Night: Lewis vs. Daukaus
Amanda Lemos,Angela Hill,Amanda Lemos,2021-12-18,Decision - Split,3,UFC Fight Night: Lewis vs. Daukaus
Diego Ferreira,Mateusz Gamrot,Mateusz Gamrot,2021-12-18,KO/TKO,2,UFC Fight Night: Lewis vs. Daukaus
Raphael Assuncao,Ricky Simon,Ricky Simon,2021-12-18,KO/TKO,2,UFC Fight Night: Lewis vs. Daukaus
Dustin Stoltzfus,Gerald Meerschaert,Gerald Meerschaert,2021-12-18,Submission,3,UFC Fight Night: Lewis vs. Daukaus
Cub Swanson,Darren Elkins,Cub Swanson,2021-12-18,KO/TKO,1,UFC Fight Night: Lewis vs. Daukaus
Justin Tafa,Harry Hunsucker,Justin Tafa,2021-12-18,KO/TKO,1,UFC Fight Night: Lewis vs. Daukaus
Charles Jourdain,Andre Ewell,Charles Jourdain,2021-12-18,Decision - Unanimous,3,UFC Fight Night: Lewis vs. Daukaus
Sijara Eubanks,Melissa Gatto,Melissa Gatto,2021-12-18,KO/TKO,3,UFC Fight Night: Lewis vs. Daukaus
Raquel Pennington,Macy Chiasson,Raquel Pennington,2021-12-18,Submission,2,UFC Fight Night: Lewis vs. Daukaus
Charles Oliveira,Dustin Poirier,Charles Oliveira,2021-12-11,Submission,3,UFC 269: Oliveira vs. Poirier
Don'Tale Mayes,Josh Parisian,Don'Tale Mayes,2021-12-18,KO/TKO,3,UFC Fight Night: Lewis vs. Daukaus
Jordan Leavitt,Matt Sayles,Jordan Leavitt,2021-12-18,Submission,2,UFC Fight Night: Lewis vs. Daukaus
Amanda Nunes,Julianna Pena,Julianna Pena,2021-12-11,Submission,2,UFC 269: Oliveira vs. Poirier
Kai Kara-France,Cody Garbrandt,Kai Kara-France,2021-12-11,KO/TKO,1,UFC 269: Oliveira vs. Poirier
Geoff Neal,Santiago Ponzinibbio,Geoff Neal,2021-12-11,Decision - Split,3,UFC 269: Oliveira vs. Poirier
Raulian Paiva,Sean O'Malley,Sean O'Malley,2021-12-11,KO/TKO,1,UFC 269: Oliveira vs. Poirier
Pedro Munhoz,Dominick Cruz,Dominick Cruz,2021-12-11,Decision - Unanimous,3,UFC 269: Oliveira vs. Poirier
Augusto Sakai,Tai Tuivasa,Tai Tuivasa,2021-12-11,KO/TKO,2,UFC 269: Oliveira vs. Poirier
Josh Emmett,Dan Ige,Josh Emmett,2021-12-11,Decision - Unanimous,3,UFC 269: Oliveira vs. Poirier
Jordan Wright,Bruno Silva,Bruno Silva,2021-12-11,KO/TKO,1,UFC 269: Oliveira vs. Poirier
Andre Muniz,Eryk Anders,Andre Muniz,2021-12-11,Submission,1,UFC 269: Oliveira vs. Poirier
Miranda Maverick,Erin Blanchfield,Erin Blanchfield,2021-12-11,Decision - Unanimous,3,UFC 269: Oliveira vs. Poirier
Ryan Hall,Darrick Minner,Ryan Hall,2021-12-11,Decision - Unanimous,3,UFC 269: Oliveira vs. Poirier
Gillian Robertson,Priscila Cachoeira,Gillian Robertson,2021-12-11,Submission,1,UFC 269: Oliveira vs. Poirier
Randy Costa,Tony Kelley,Tony Kelley,2021-12-11,KO/TKO,2,UFC 269: Oliveira vs. Poirier
Ketlen Vieira,Miesha Tate,Ketlen Vieira,2021-11-20,Decision - Unanimous,5,UFC Fight Night: Vieira vs. Tate
Joanne Wood,Taila Santos,Taila Santos,2021-11-20,Submission,1,UFC Fight Night: Vieira vs. Tate
Rani Yahya,Kyung Ho Kang,Rani Yahya,2021-11-20,Decision - Unanimous,3,UFC Fight Night: Vieira vs. Tate
Davey Grant,Adrian Yanez,Adrian Yanez,2021-11-20,Decision - Split,3,UFC Fight Night: Vieira vs. Tate
Michael Chiesa,Sean Brady,Sean Brady,2021-11-20,Decision - Unanimous,3,UFC Fight Night: Vieira vs. Tate
Pat Sabatini,Tucker Lutz,Pat Sabatini,2021-11-20,Decision - Unanimous,3,UFC Fight Night: Vieira vs. Tate
Rafa Garcia,Natan Levy,Rafa Garcia,2021-11-20,Decision - Unanimous,3,UFC Fight Night: Vieira vs. Tate
Loma Lookboonmee,Loopy Godinez,Loopy Godinez,2021-11-20,Decision - Unanimous,3,UFC Fight Night: Vieira vs. Tate
Luana Pinheiro,Sam Hughes,Luana Pinheiro,2021-11-20,Decision - Unanimous,3,UFC Fight Night: Vieira vs. Tate
Cody Durden,Aoriqileng,Cody Durden,2021-11-20,Decision - Unanimous,3,UFC Fight Night: Vieira vs. Tate
Shayilan Nuerdanbieke,Sean Soriano,Shayilan Nuerdanbieke,2021-11-20,Decision - Unanimous,3,UFC Fight Night: Vieira vs. Tate
Jimmy Crute,Jamahal Hill,Jamahal Hill,2021-12-04,KO/TKO,1,UFC Fight Night: Font vs. Aldo
Brad Riddell,Rafael Fiziev,Rafael Fiziev,2021-12-04,KO/TKO,3,UFC Fight Night: Font vs. Aldo
Rob Font,Jose Aldo,Jose Aldo,2021-12-04,Decision - Unanimous,5,UFC Fight Night: Font vs. Aldo
Alex Morono,Mickey Gall,Alex Morono,2021-12-04,Decision - Unanimous,3,UFC Fight Night: Font vs. Aldo
Brendan Allen,Chris Curtis,Chris Curtis,2021-12-04,KO/TKO,2,UFC Fight Night: Font vs. Aldo
Maki Pitolo,Dusko Todorovic,Dusko Todorovic,2021-12-04,KO/TKO,1,UFC Fight Night: Font vs. Aldo
Clay Guida,Leonardo Santos,Clay Guida,2021-12-04,Submission,2,UFC Fight Night: Font vs. Aldo
Manel Kape,Zhalgas Zhumagulov,Manel Kape,2021-12-04,KO/TKO,1,UFC Fight Night: Font vs. Aldo
Bryan Barberena,Darian Weeks,Bryan Barberena,2021-12-04,Decision - Unanimous,3,UFC Fight Night: Font vs. Aldo
Cheyanne Vlismas,Mallory Martin,Cheyanne Vlismas,2021-12-04,Decision - Unanimous,3,UFC Fight Night: Font vs. Aldo
Alonzo Menifield,William Knight,William Knight,2021-12-04,Decision - Unanimous,3,UFC Fight Night: Font vs. Aldo
Claudio Puelles,Chris Gruetzemacher,Claudio Puelles,2021-12-04,Submission,3,UFC Fight Night: Font vs. Aldo
Louis Smolka,Vince Morales,Vince Morales,2021-12-04,KO/TKO,1,UFC Fight Night: Font vs. Aldo
Max Holloway,Yair Rodriguez,Max Holloway,2021-11-13,Decision - Unanimous,5,UFC Fight Night: Holloway vs. Rodriguez
Ben Rothwell,Marcos Rogerio de Lima,Marcos Rogerio de Lima,2021-11-13,KO/TKO,1,UFC Fight Night: Holloway vs. Rodriguez
Miguel Baeza,Khaos Williams,Khaos Williams,2021-11-13,KO/TKO,3,UFC Fight Night: Holloway vs. Rodriguez
Felicia Spencer,Leah Letson,Felicia Spencer,2021-11-13,KO/TKO,3,UFC Fight Night: Holloway vs. Rodriguez
Song Yadong,Julio Arce,Song Yadong,2021-11-13,KO/TKO,2,UFC Fight Night: Holloway vs. Rodriguez
Thiago Moises,Joel Alvarez,Joel Alvarez,2021-11-13,KO/TKO,1,UFC Fight Night: Holloway vs. Rodriguez
Cynthia Calvillo,Andrea Lee,Andrea Lee,2021-11-13,KO/TKO,2,UFC Fight Night: Holloway vs. Rodriguez
Sean Woodson,Collin Anglin,Sean Woodson,2021-11-13,KO/TKO,1,UFC Fight Night: Holloway vs. Rodriguez
Cortney Casey,Liana Jojua,Cortney Casey,2021-11-13,Decision - Unanimous,3,UFC Fight Night: Holloway vs. Rodriguez
Marc Diakiese,Rafael Alves,Rafael Alves,2021-11-13,Submission,1,UFC Fight Night: Holloway vs. Rodriguez
Kennedy Nzechukwu,Da Woon Jung,Da Woon Jung,2021-11-13,KO/TKO,1,UFC Fight Night: Holloway vs. Rodriguez
Rose Namajunas,Zhang Weili,Rose Namajunas,2021-11-06,Decision - Split,5,UFC 268: Usman vs. Covington 2
Frankie Edgar,Marlon Vera,Marlon Vera,2021-11-06,KO/TKO,3,UFC 268: Usman vs. Covington 2
Kamaru Usman,Colby Covington,Kamaru Usman,2021-11-06,Decision - Unanimous,5,UFC 268: Usman vs. Covington 2
Shane Burgos,Billy Quarantillo,Shane Burgos,2021-11-06,Decision - Unanimous,3,UFC 268: Usman vs. Covington 2
Alex Pereira,Andreas Michailidis,Alex Pereira,2021-11-06,KO/TKO,2,UFC 268: Usman vs. Covington 2
Justin Gaethje,Michael Chandler,Justin Gaethje,2021-11-06,Decision - Unanimous,3,UFC 268: Usman vs. Covington 2
Al Iaquinta,King Green,King Green,2021-11-06,KO/TKO,1,UFC 268: Usman vs. Covington 2
Edmen Shahbazyan,Nassourdine Imavov,Nassourdine Imavov,2021-11-06,KO/TKO,2,UFC 268: Usman vs. Covington 2
Ian Machado Garry,Jordan Williams,Ian Machado Garry,2021-11-06,KO/TKO,1,UFC 268: Usman vs. Covington 2
Phil Hawes,Chris Curtis,Chris Curtis,2021-11-06,KO/TKO,1,UFC 268: Usman vs. Covington 2
Melsik Baghdasaryan,Bruno Souza,Melsik Baghdasaryan,2021-11-06,Decision - Unanimous,3,UFC 268: Usman vs. Covington 2
Gian Villante,Chris Barnett,Chris Barnett,2021-11-06,KO/TKO,2,UFC 268: Usman vs. Covington 2
Dustin Jacoby,John Allan,Dustin Jacoby,2021-11-06,Decision - Unanimous,3,UFC 268: Usman vs. Covington 2
CJ Vergara,Ode Osbourne,Ode Osbourne,2021-11-06,Decision - Unanimous,3,UFC 268: Usman vs. Covington 2
Petr Yan,Cory Sandhagen,Petr Yan,2021-10-30,Decision - Unanimous,5,UFC 267: Blachowicz vs. Teixeira
Jan Blachowicz,Glover Teixeira,Glover Teixeira,2021-10-30,Submission,2,UFC 267: Blachowicz vs. Teixeira
Alexander Volkov,Marcin Tybura,Alexander Volkov,2021-10-30,Decision - Unanimous,3,UFC 267: Blachowicz vs. Teixeira
Islam Makhachev,Dan Hooker,Islam Makhachev,2021-10-30,Submission,1,UFC 267: Blachowicz vs. Teixeira
Amanda Ribas,Virna Jandiroba,Amanda Ribas,2021-10-30,Decision - Unanimous,3,UFC 267: Blachowicz vs. Teixeira
Li Jingliang,Khamzat Chimaev,Khamzat Chimaev,2021-10-30,Submission,1,UFC 267: Blachowicz vs. Teixeira
Magomed Ankalaev,Volkan Oezdemir,Magomed Ankalaev,2021-10-30,Decision - Unanimous,3,UFC 267: Blachowicz vs. Teixeira
Ricardo Ramos,Zubaira Tukhugov,Zubaira Tukhugov,2021-10-30,Decision - Unanimous,3,UFC 267: Blachowicz vs. Teixeira
Albert Duraev,Roman Kopylov,Albert Duraev,2021-10-30,Decision - Unanimous,3,UFC 267: Blachowicz vs. Teixeira
Elizeu Zaleski dos Santos,Benoit Saint Denis,Elizeu Zaleski dos Santos,2021-10-30,Decision - Unanimous,3,UFC 267: Blachowicz vs. Teixeira
Makwan Amirkhani,Lerone Murphy,Lerone Murphy,2021-10-30,KO/TKO,2,UFC 267: Blachowicz vs. Teixeira
Shamil Gamzatov,Michal Oleksiejczuk,Michal Oleksiejczuk,2021-10-30,KO/TKO,1,UFC 267: Blachowicz vs. Teixeira
Hu Yaozong,Andre Petroski,Andre Petroski,2021-10-30,Submission,3,UFC 267: Blachowicz vs. Teixeira
Tagir Ulanbekov,Allan Nascimento,Tagir Ulanbekov,2021-10-30,Decision - Split,3,UFC 267: Blachowicz vs. Teixeira
Paulo Costa,Marvin Vettori,Marvin Vettori,2021-10-23,Decision - Unanimous,5,UFC Fight Night: Costa vs. Vettori
Jessica-Rose Clark,Joselyne Edwards,Jessica-Rose Clark,2021-10-23,Decision - Unanimous,3,UFC Fight Night: Costa vs. Vettori
Alex Caceres,SeungWoo Choi,Alex Caceres,2021-10-23,Submission,2,UFC Fight Night: Costa vs. Vettori
Nicolae Negumereanu,Ike Villanueva,Nicolae Negumereanu,2021-10-23,KO/TKO,1,UFC Fight Night: Costa vs. Vettori
Francisco Trinaldo,Dwight Grant,Francisco Trinaldo,2021-10-23,Decision - Split,3,UFC Fight Night: Costa vs. Vettori
Mason Jones,David Onama,Mason Jones,2021-10-23,Decision - Unanimous,3,UFC Fight Night: Costa vs. Vettori
JunYong Park,Gregory Rodrigues,Gregory Rodrigues,2021-10-23,KO/TKO,2,UFC Fight Night: Costa vs. Vettori
Tabatha Ricci,Maria Oliveira,Tabatha Ricci,2021-10-23,Decision - Unanimous,3,UFC Fight Night: Costa vs. Vettori
Jamie Pickett,Laureano Staropoli,Jamie Pickett,2021-10-23,Decision - Unanimous,3,UFC Fight Night: Costa vs. Vettori
Jeff Molina,Daniel Lacerda,Jeff Molina,2021-10-23,KO/TKO,2,UFC Fight Night: Costa vs. Vettori
Khama Worthy,Jai Herbert,Jai Herbert,2021-10-23,KO/TKO,1,UFC Fight Night: Costa vs. Vettori
Livinha Souza,Randa Markos,Randa Markos,2021-10-23,Decision - Unanimous,3,UFC Fight Night: Costa vs. Vettori
Jonathan Martinez,Zviad Lazishvili,Jonathan Martinez,2021-10-23,Decision - Unanimous,3,UFC Fight Night: Costa vs. Vettori
Andrei Arlovski,Carlos Felipe,Andrei Arlovski,2021-10-16,Decision - Unanimous,3,UFC Fight Night: Ladd vs. Dumont
Aspen Ladd,Norma Dumont,Norma Dumont,2021-10-16,Decision - Unanimous,5,UFC Fight Night: Ladd vs. Dumont
Manon Fiorot,Mayra Bueno Silva,Manon Fiorot,2021-10-16,Decision - Unanimous,3,UFC Fight Night: Ladd vs. Dumont
Jim Miller,Erick Gonzalez,Jim Miller,2021-10-16,KO/TKO,2,UFC Fight Night: Ladd vs. Dumont
Nate Landwehr,Ludovit Klein,Nate Landwehr,2021-10-16,Submission,3,UFC Fight Night: Ladd vs. Dumont
Danny Roberts,Ramazan Emeev,Danny Roberts,2021-10-16,Decision - Split,3,UFC Fight Night: Ladd vs. Dumont
Andrew Sanchez,Bruno Silva,Bruno Silva,2021-10-16,KO/TKO,3,UFC Fight Night: Ladd vs. Dumont
Loopy Godinez,Luana Carolina,Luana Carolina,2021-10-16,Decision - Unanimous,3,UFC Fight Night: Ladd vs. Dumont
Istela Nunes,Ariane Carnelossi,Ariane Carnelossi,2021-10-16,Submission,3,UFC Fight Night: Ladd vs. Dumont
Batgerel Danaa,Brandon Davis,Batgerel Danaa,2021-10-16,KO/TKO,1,UFC Fight Night: Ladd vs. Dumont
Mackenzie Dern,Marina Rodriguez,Marina Rodriguez,2021-10-09,Decision - Unanimous,5,UFC Fight Night: Dern vs. Rodriguez
Randy Brown,Jared Gooden,Randy Brown,2021-10-09,Decision - Unanimous,3,UFC Fight Night: Dern vs. Rodriguez
Tim Elliott,Matheus Nicolau,Matheus Nicolau,2021-10-09,Decision - Unanimous,3,UFC Fight Night: Dern vs. Rodriguez
Sabina Mazo,Mariya Agapova,Mariya Agapova,2021-10-09,Submission,3,UFC Fight Night: Dern vs. Rodriguez
Chris Gutierrez,Felipe Colares,Chris Gutierrez,2021-10-09,Decision - Split,3,UFC Fight Night: Dern vs. Rodriguez
Alexandr Romanov,Jared Vanderaa,Alexandr Romanov,2021-10-09,KO/TKO,2,UFC Fight Night: Dern vs. Rodriguez
Loopy Godinez,Silvana Gomez Juarez,Loopy Godinez,2021-10-09,Submission,1,UFC Fight Night: Dern vs. Rodriguez
Charles Rosa,Damon Jackson,Damon Jackson,2021-10-09,Decision - Unanimous,3,UFC Fight Night: Dern vs. Rodriguez
Steve Garcia,Charlie Ontiveros,Steve Garcia,2021-10-09,KO/TKO,2,UFC Fight Night: Dern vs. Rodriguez
Thiago Santos,Johnny Walker,Thiago Santos,2021-10-02,Decision - Unanimous,5,UFC Fight Night: Santos vs. Walker
Alexander Hernandez,Mike Breeden,Alexander Hernandez,2021-10-02,KO/TKO,1,UFC Fight Night: Santos vs. Walker
Alex Oliveira,Niko Price,Niko Price,2021-10-02,Decision - Unanimous,3,UFC Fight Night: Santos vs. Walker
Misha Cirkunov,Krzysztof Jotko,Krzysztof Jotko,2021-10-02,Decision - Split,3,UFC Fight Night: Santos vs. Walker
Antonina Shevchenko,Casey O'Neill,Casey O'Neill,2021-10-02,KO/TKO,2,UFC Fight Night: Santos vs. Walker
Joe Solecki,Jared Gordon,Jared Gordon,2021-10-02,Decision - Split,3,UFC Fight Night: Santos vs. Walker
Devonte Smith,Jamie Mullarkey,Jamie Mullarkey,2021-10-02,KO/TKO,2,UFC Fight Night: Santos vs. Walker
Bethe Correia,Karol Rosa,Karol Rosa,2021-10-02,Decision - Unanimous,3,UFC Fight Night: Santos vs. Walker
Douglas Silva de Andrade,Gaetano Pirrello,Douglas Silva de Andrade,2021-10-02,KO/TKO,1,UFC Fight Night: Santos vs. Walker
Stephanie Egger,Shanna Young,Stephanie Egger,2021-10-02,KO/TKO,2,UFC Fight Night: Santos vs. Walker
Alejandro Perez,Johnny Eduardo,Alejandro Perez,2021-10-02,Submission,2,UFC Fight Night: Santos vs. Walker
Alexander Volkanovski,Brian Ortega,Alexander Volkanovski,2021-09-25,Decision - Unanimous,5,UFC 266: Volkanovski vs. Ortega
Valentina Shevchenko,Lauren Murphy,Valentina Shevchenko,2021-09-25,KO/TKO,4,UFC 266: Volkanovski vs. Ortega
Curtis Blaydes,Jairzinho Rozenstruik,Curtis Blaydes,2021-09-25,Decision - Unanimous,3,UFC 266: Volkanovski vs. Ortega
Jessica Andrade,Cynthia Calvillo,Jessica Andrade,2021-09-25,KO/TKO,1,UFC 266: Volkanovski vs. Ortega
Nick Diaz,Robbie Lawler,Robbie Lawler,2021-09-25,KO/TKO,3,UFC 266: Volkanovski vs. Ortega
Marlon Moraes,Merab Dvalishvili,Merab Dvalishvili,2021-09-25,KO/TKO,2,UFC 266: Volkanovski vs. Ortega
Shamil Abdurakhimov,Chris Daukaus,Chris Daukaus,2021-09-25,KO/TKO,2,UFC 266: Volkanovski vs. Ortega
Dan Hooker,Nasrat Haqparast,Dan Hooker,2021-09-25,Decision - Unanimous,3,UFC 266: Volkanovski vs. Ortega
Roxanne Modafferi,Taila Santos,Taila Santos,2021-09-25,Decision - Unanimous,3,UFC 266: Volkanovski vs. Ortega
Uros Medic,Jalin Turner,Jalin Turner,2021-09-25,Submission,1,UFC 266: Volkanovski vs. Ortega
Jonathan Pearce,Omar Morales,Jonathan Pearce,2021-09-25,Submission,2,UFC 266: Volkanovski vs. Ortega
Cody Brundage,Nick Maximov,Nick Maximov,2021-09-25,Decision - Unanimous,3,UFC 266: Volkanovski vs. Ortega
Matthew Semelsberger,Martin Sano,Matthew Semelsberger,2021-09-25,KO/TKO,1,UFC 266: Volkanovski vs. Ortega
Ion Cutelaba,Devin Clark,Ion Cutelaba,2021-09-18,Decision - Unanimous,3,UFC Fight Night: Smith vs. Spann
Anthony Smith,Ryan Spann,Anthony Smith,2021-09-18,Submission,1,UFC Fight Night: Smith vs. Spann
Ariane da Silva,Mandy Bohm,Ariane da Silva,2021-09-18,Decision - Unanimous,3,UFC Fight Night: Smith vs. Spann
Nate Maness,Tony Gravely,Nate Maness,2021-09-18,KO/TKO,2,UFC Fight Night: Smith vs. Spann
Arman Tsarukyan,Christos Giagos,Arman Tsarukyan,2021-09-18,KO/TKO,1,UFC Fight Night: Smith vs. Spann
Joaquin Buckley,Antonio Arroyo,Joaquin Buckley,2021-09-18,KO/TKO,3,UFC Fight Night: Smith vs. Spann
Pannie Kianzad,Raquel Pennington,Raquel Pennington,2021-09-18,Decision - Unanimous,3,UFC Fight Night: Smith vs. Spann
Rongzhu,Brandon Jenkins,Rongzhu,2021-09-18,KO/TKO,3,UFC Fight Night: Smith vs. Spann
Mike Rodriguez,Tafon Nchukwi,Tafon Nchukwi,2021-09-18,Decision - Unanimous,3,UFC Fight Night: Smith vs. Spann
Erin Blanchfield,Sarah Alpar,Erin Blanchfield,2021-09-18,Decision - Unanimous,3,UFC Fight Night: Smith vs. Spann
Montel Jackson,JP Buys,Montel Jackson,2021-09-18,Decision - Unanimous,3,UFC Fight Night: Smith vs. Spann
Impa Kasanganay,Carlston Harris,Carlston Harris,2021-09-18,KO/TKO,1,UFC Fight Night: Smith vs. Spann
Derek Brunson,Darren Till,Derek Brunson,2021-09-04,Submission,3,UFC Fight Night: Brunson vs. Till
Emily Whitmire,Hannah Goldy,Hannah Goldy,2021-09-18,Submission,1,UFC Fight Night: Smith vs. Spann
Modestas Bukauskas,Khalil Rountree Jr.,Khalil Rountree Jr.,2021-09-04,KO/TKO,2,UFC Fight Night: Brunson vs. Till
Tom Aspinall,Serghei Spivac,Tom Aspinall,2021-09-04,KO/TKO,1,UFC Fight Night: Brunson vs. Till
Alex Morono,David Zawada,Alex Morono,2021-09-04,Decision - Unanimous,3,UFC Fight Night: Brunson vs. Till
Paddy Pimblett,Luigi Vendramini,Paddy Pimblett,2021-09-04,KO/TKO,1,UFC Fight Night: Brunson vs. Till
Molly McCann,Ji Yeon Kim,Molly McCann,2021-09-04,Decision - Unanimous,3,UFC Fight Night: Brunson vs. Till
Jack Shore,Liudvik Sholinian,Jack Shore,2021-09-04,Decision - Unanimous,3,UFC Fight Night: Brunson vs. Till
Dalcha Lungiambula,Marc-Andre Barriault,Marc-Andre Barriault,2021-09-04,Decision - Unanimous,3,UFC Fight Night: Brunson vs. Till
Julian Erosa,Charles Jourdain,Julian Erosa,2021-09-04,Submission,3,UFC Fight Night: Brunson vs. Till
Edson Barboza,Giga Chikadze,Giga Chikadze,2021-08-28,KO/TKO,3,UFC Fight Night: Barboza vs. Chikadze
Bryan Battle,Gilbert Urbina,Bryan Battle,2021-08-28,Submission,2,UFC Fight Night: Barboza vs. Chikadze
Kevin Lee,Daniel Rodriguez,Daniel Rodriguez,2021-08-28,Decision - Unanimous,3,UFC Fight Night: Barboza vs. Chikadze
Ricky Turcios,Brady Hiestand,Ricky Turcios,2021-08-28,Decision - Split,3,UFC Fight Night: Barboza vs. Chikadze
Andre Petroski,Micheal Gillmore,Andre Petroski,2021-08-28,KO/TKO,3,UFC Fight Night: Barboza vs. Chikadze
Alessio Di Chirico,Abdul Razak Alhassan,Abdul Razak Alhassan,2021-08-28,KO/TKO,1,UFC Fight Night: Barboza vs. Chikadze
Sam Alvey,Wellington Turman,Wellington Turman,2021-08-28,Decision - Split,3,UFC Fight Night: Barboza vs. Chikadze
Makhmud Muradov,Gerald Meerschaert,Gerald Meerschaert,2021-08-28,Submission,2,UFC Fight Night: Barboza vs. Chikadze
Jamall Emmers,Pat Sabatini,Pat Sabatini,2021-08-28,Submission,1,UFC Fight Night: Barboza vs. Chikadze
Dustin Jacoby,Darren Stewart,Dustin Jacoby,2021-08-28,KO/TKO,1,UFC Fight Night: Barboza vs. Chikadze
JJ Aldrich,Vanessa Demopoulos,JJ Aldrich,2021-08-28,Decision - Unanimous,3,UFC Fight Night: Barboza vs. Chikadze
Mana Martinez,Guido Cannetti,Mana Martinez,2021-08-28,Decision - Split,3,UFC Fight Night: Barboza vs. Chikadze
Parker Porter,Chase Sherman,Parker Porter,2021-08-21,Decision - Unanimous,3,UFC Fight Night: Cannonier vs. Gastelum
Jared Cannonier,Kelvin Gastelum,Jared Cannonier,2021-08-21,Decision - Unanimous,5,UFC Fight Night: Cannonier vs. Gastelum
Clay Guida,Mark Madsen,Mark Madsen,2021-08-21,Decision - Split,3,UFC Fight Night: Cannonier vs. Gastelum
Vinc Pichel,Austin Hubbard,Vinc Pichel,2021-08-21,Decision - Unanimous,3,UFC Fight Night: Cannonier vs. Gastelum
Trevin Jones,Saidyokub Kakhramonov,Saidyokub Kakhramonov,2021-08-21,Submission,3,UFC Fight Night: Cannonier vs. Gastelum
Alexandre Pantoja,Brandon Royval,Alexandre Pantoja,2021-08-21,Submission,2,UFC Fight Night: Cannonier vs. Gastelum
Bea Malecki,Josiane Nunes,Josiane Nunes,2021-08-21,KO/TKO,1,UFC Fight Night: Cannonier vs. Gastelum
Austin Lingo,Luis Saldana,Austin Lingo,2021-08-21,Decision - Unanimous,3,UFC Fight Night: Cannonier vs. Gastelum
Brian Kelleher,Domingo Pilarte,Brian Kelleher,2021-08-21,Decision - Unanimous,3,UFC Fight Night: Cannonier vs. Gastelum
William Knight,Fabio Cherant,William Knight,2021-08-21,KO/TKO,1,UFC Fight Night: Cannonier vs. Gastelum
Roosevelt Roberts,Ignacio Bahamondes,Ignacio Bahamondes,2021-08-21,KO/TKO,3,UFC Fight Night: Cannonier vs. Gastelum
Sasha Palatnikov,Ramiz Brahimaj,Ramiz Brahimaj,2021-08-21,Submission,1,UFC Fight Night: Cannonier vs. Gastelum
Derrick Lewis,Ciryl Gane,Ciryl Gane,2021-08-07,KO/TKO,3,UFC 265: Lewis vs. Gane
Jose Aldo,Pedro Munhoz,Jose Aldo,2021-08-07,Decision - Unanimous,3,UFC 265: Lewis vs. Gane
Michael Chiesa,Vicente Luque,Vicente Luque,2021-08-07,Submission,1,UFC 265: Lewis vs. Gane
Tecia Pennington,Angela Hill,Tecia Pennington,2021-08-07,Decision - Unanimous,3,UFC 265: Lewis vs. Gane
Song Yadong,Casey Kenney,Song Yadong,2021-08-07,Decision - Split,3,UFC 265: Lewis vs. Gane
Vince Morales,Drako Rodriguez,Vince Morales,2021-08-07,Decision - Unanimous,3,UFC 265: Lewis vs. Gane
King Green,Rafael Fiziev,Rafael Fiziev,2021-08-07,Decision - Unanimous,3,UFC 265: Lewis vs. Gane
Alonzo Menifield,Ed Herman,Alonzo Menifield,2021-08-07,Decision - Unanimous,3,UFC 265: Lewis vs. Gane
Manel Kape,Ode Osbourne,Manel Kape,2021-08-07,KO/TKO,1,UFC 265: Lewis vs. Gane
Karolina Kowalkiewicz,Jessica Penne,Jessica Penne,2021-08-07,Submission,1,UFC 265: Lewis vs. Gane
Miles Johns,Anderson Dos Santos,Miles Johns,2021-08-07,KO/TKO,3,UFC 265: Lewis vs. Gane
Victoria Leonardo,Melissa Gatto,Melissa Gatto,2021-08-07,TKO - Doctor's Stoppage,2,UFC 265: Lewis vs. Gane
Johnny Munoz,Jamey Simmons,Johnny Munoz,2021-08-07,Submission,2,UFC 265: Lewis vs. Gane
Uriah Hall,Sean Strickland,Sean Strickland,2021-07-31,Decision - Unanimous,5,UFC Fight Night: Hall vs. Strickland
Cheyanne Vlismas,Gloria de Paula,Cheyanne Vlismas,2021-07-31,KO/TKO,1,UFC Fight Night: Hall vs. Strickland
Niklas Stolze,Jared Gooden,Jared Gooden,2021-07-31,KO/TKO,1,UFC Fight Night: Hall vs. Strickland
Collin Anglin,Melsik Baghdasaryan,Melsik Baghdasaryan,2021-07-31,KO/TKO,2,UFC Fight Night: Hall vs. Strickland
Bryan Barberena,Jason Witt,Jason Witt,2021-07-31,Decision - Majority,3,UFC Fight Night: Hall vs. Strickland
Chris Gruetzemacher,Rafa Garcia,Chris Gruetzemacher,2021-07-31,Decision - Unanimous,3,UFC Fight Night: Hall vs. Strickland
